class	dropped_lines	file	detail
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-2-28393d4bbd82327aefe7db8e2d5f41721bb77eab/accepted-feature-files.txt	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-2-28393d4bbd82327aefe7db8e2d5f41721bb77eab/freeze.env	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-2-28393d4bbd82327aefe7db8e2d5f41721bb77eab/gate-2.7-source-counts.txt	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-2-28393d4bbd82327aefe7db8e2d5f41721bb77eab/gate-2.7-source-summary.txt	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-2-28393d4bbd82327aefe7db8e2d5f41721bb77eab/gate-2.7-source/classification.tsv	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-2-28393d4bbd82327aefe7db8e2d5f41721bb77eab/new-upstream-name-status.tsv	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-2-28393d4bbd82327aefe7db8e2d5f41721bb77eab/prospective-merge-tree.txt	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-2-28393d4bbd82327aefe7db8e2d5f41721bb77eab/shared-files.txt	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-2-28393d4bbd82327aefe7db8e2d5f41721bb77eab/upstream-drift-files.txt	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-3-50595d784e0ed4bfab789c7bfe8b488088285d07/accepted-feature-files.txt	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-3-50595d784e0ed4bfab789c7bfe8b488088285d07/freeze.env	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-3-50595d784e0ed4bfab789c7bfe8b488088285d07/gate-2.7-source-counts.txt	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-3-50595d784e0ed4bfab789c7bfe8b488088285d07/gate-2.7-source-summary.txt	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-3-50595d784e0ed4bfab789c7bfe8b488088285d07/gate-2.7-source/classification.tsv	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-3-50595d784e0ed4bfab789c7bfe8b488088285d07/new-upstream-name-status.tsv	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-3-50595d784e0ed4bfab789c7bfe8b488088285d07/prospective-merge-tree.txt	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-3-50595d784e0ed4bfab789c7bfe8b488088285d07/shared-files.txt	-
SAFE-NEW	0	.gate-out/continuation-drift-cure/freeze-3-50595d784e0ed4bfab789c7bfe8b488088285d07/upstream-drift-files.txt	-
